Bathrooms,Bedrooms,Condition,Date,Floors,Grade,Id,Nearest,View,Waterfront,Yr Built,Yr Renovated,Zipcode,Lat,Long,Price,Sqft Above,Sqft Basement,Sqft Living,Sqft Living15,Sqft Lot,Sqft Lot15
1,3,4,2/24/2015,1,8,3626039299,Mid_Farthest,0,0,1/1/1951,0,98117,47.7004,-122.368,588000,1270,640,1910,1500,8167,6816
3.5,3,3,11/21/2014,2,8,3626039325,Mid_Farthest,0,0,1/1/1900,1999,98117,47.6981,-122.368,740500,2780,1600,4380,1830,6350,6350
1.5,3,3,9/22/2014,2,7,3626039403,Mid_Farthest,0,0,1/1/1999,0,98117,47.698,-122.366,360000,1040,300,1340,1220,1110,1110
2.5,3,3,6/11/2014,3,7,3626039415,Mid_Nearest,0,0,1/1/2004,0,98133,47.7027,-122.357,435000,1420,0,1420,1420,2581,2509
2.25,3,3,6/16/2014,3,8,3626039424,Mid_Nearest,0,0,1/1/2005,0,98133,47.7046,-122.357,320000,1200,0,1200,1370,1400,6552
2.5,4,2,7/30/2014,2,7,3626079032,Farthest,0,0,1/1/1983,0,98014,47.701,-121.857,396400,2120,0,2120,2000,215186,215186
3,2,3,7/30/2014,1,8,3626079040,Farthest,0,0,1/1/2004,0,98014,47.6955,-121.861,790000,2560,0,2560,1620,982278,40946
2.5,3,5,6/26/2014,1,7,3626500045,Nearest,0,0,1/1/1959,0,98040,47.571,-122.227,760000,1980,0,1980,2040,13964,13964
4,5,4,7/15/2014,1,11,3627800050,Nearest,3,0,1/1/1969,0,98040,47.5333,-122.22,1380000,1910,1850,3760,3730,22763,11201
1.5,3,3,4/10/2015,1,7,3629000080,Mid_Farthest,0,0,1/1/1962,0,98198,47.3798,-122.306,237000,960,0,960,1640,7400,8060
2.75,4,5,2/27/2015,1,8,3629160060,Mid_Nearest,2,0,1/1/1977,0,98056,47.5259,-122.204,720000,2110,1260,3370,2460,7634,7634
2.5,4,4,2/2/2015,2,9,3629200020,Nearest,0,0,1/1/1986,0,98040,47.5328,-122.226,960000,3180,0,3180,2670,10105,10355
3,3,3,4/15/2015,2.5,8,3629700020,Mid_Farthest,0,0,1/1/2014,0,98027,47.5446,-122.017,646800,1850,380,2230,2230,1407,1407
3,3,3,2/23/2015,2.5,8,3629700030,Mid_Farthest,0,0,1/1/2014,0,98027,47.5446,-122.017,635000,1890,400,2290,2230,1407,1407
3,3,3,1/8/2015,2.5,8,3629700080,Mid_Farthest,0,0,1/1/2014,0,98027,47.5446,-122.017,635000,1850,380,2230,2290,1407,1407
3,3,3,8/19/2014,2.5,8,3629700090,Mid_Farthest,0,0,1/1/2013,0,98027,47.5446,-122.017,635000,1850,380,2230,2290,1407,1407
3,3,3,10/14/2014,2.5,8,3629700120,Mid_Farthest,0,0,1/1/2014,0,98027,47.5446,-122.016,669950,1950,380,2330,2290,1944,1407
2.5,3,3,8/21/2014,2,9,3629760110,Mid_Farthest,0,0,1/1/2003,0,98029,47.5451,-122.014,634000,2490,0,2490,2370,4904,4050
2.5,3,3,3/11/2015,2,8,3629760330,Mid_Farthest,0,0,1/1/2003,0,98029,47.5465,-122.013,685000,2370,0,2370,2230,4950,4950
2.5,3,3,7/24/2014,2,8,3629790160,Mid_Farthest,0,0,1/1/1999,0,98029,47.546,-122.011,524250,1710,0,1710,2120,3469,3560
2.5,3,3,10/28/2014,2,9,3629800100,Mid_Farthest,0,0,1/1/1999,0,98029,47.5476,-122.012,520000,2160,0,2160,2160,4297,3968
4,4,3,10/1/2014,2,8,3629830050,Mid_Farthest,0,0,1/1/1999,0,98029,47.547,-122.01,620000,2120,730,2850,2380,2970,3559
3,4,3,12/22/2014,2,8,3629830250,Mid_Farthest,0,0,1/1/1999,0,98029,47.546,-122.009,637500,2160,160,2320,2330,4468,3541
4.25,5,3,3/12/2015,2,9,3629860060,Mid_Farthest,0,0,1/1/2000,0,98029,47.5492,-122.008,827500,3000,920,3920,3000,5823,5297
2.5,3,3,10/28/2014,2,9,3629860160,Mid_Farthest,0,0,1/1/2002,0,98029,47.5489,-122.007,825000,3230,530,3760,3080,5260,5312
2.5,3,3,11/14/2014,2,8,3629870020,Mid_Farthest,0,0,1/1/2001,0,98029,47.5493,-122.004,575000,1870,0,1870,1940,3485,3485
2.5,3,3,4/22/2015,2,8,3629870110,Mid_Farthest,0,0,1/1/2001,0,98029,47.5491,-122.005,595000,1910,0,1910,1940,3075,3485
2.5,3,3,3/6/2015,2,8,3629870200,Mid_Farthest,0,0,1/1/2000,0,98029,47.5489,-122.006,550000,1740,0,1740,1910,3082,3075
3.5,4,3,9/12/2014,2,10,3629870420,Mid_Farthest,2,0,1/1/2001,0,98029,47.5491,-122.006,970000,3780,0,3780,2150,20023,3675
4,4,3,6/6/2014,2,10,3629890190,Mid_Farthest,3,0,1/1/2004,0,98029,47.5443,-121.994,1300000,3180,1090,4270,4280,6002,5942
2.5,3,3,11/3/2014,2,9,3629910210,Mid_Farthest,0,0,1/1/2003,0,98029,47.5494,-121.994,699950,2510,0,2510,2470,4106,4106
2.5,3,3,5/5/2014,2,9,3629910240,Mid_Farthest,0,0,1/1/2003,0,98029,47.5493,-121.993,705380,2490,0,2490,2130,4343,4106
2.5,3,3,4/10/2015,2,9,3629910370,Mid_Farthest,0,0,1/1/2003,0,98029,47.5506,-121.993,650000,2190,0,2190,2300,3600,3600
2.5,3,3,7/29/2014,2,9,3629910470,Mid_Farthest,0,0,1/1/2004,0,98029,47.5513,-121.994,590000,2110,0,2110,2300,3870,3870
2.25,4,3,8/8/2014,2,7,3629920030,Mid_Farthest,0,0,1/1/2003,0,98029,47.5461,-121.998,520000,1890,0,1890,1580,3006,3000
2.25,3,3,4/7/2015,2,7,3629920140,Mid_Farthest,0,0,1/1/2003,0,98029,47.5459,-121.997,477000,1260,0,1260,1630,3000,3023
2.25,3,3,11/3/2014,2,7,3629920300,Mid_Farthest,0,0,1/1/2003,0,98029,47.5454,-121.997,425000,1260,0,1260,1630,3000,3042
2.5,3,3,5/16/2014,2,9,3629920600,Mid_Farthest,0,0,1/1/2003,0,98029,47.5458,-121.996,619500,2170,0,2170,2170,5000,5000
2.5,3,3,3/25/2015,2,9,3629920630,Mid_Farthest,0,0,1/1/2003,0,98029,47.5453,-121.996,638000,2170,0,2170,2170,5000,5000
2.5,4,3,5/6/2015,2,9,3629920830,Mid_Farthest,0,0,1/1/2003,0,98029,47.5453,-121.995,810000,3260,0,3260,3010,5608,5608
2.5,4,3,1/5/2015,2,9,3629920860,Mid_Farthest,0,0,1/1/2003,0,98029,47.5449,-121.995,729000,2660,0,2660,3010,5608,5608
3.25,4,3,6/23/2014,2,11,3629920990,Mid_Farthest,0,0,1/1/2006,0,98029,47.5429,-121.995,905000,3440,0,3440,3580,7661,6478
2.5,4,3,11/21/2014,2,11,3629921000,Mid_Farthest,0,0,1/1/2006,0,98029,47.5427,-121.995,950000,3700,0,3700,3580,7051,6175
2.5,5,3,7/15/2014,2,9,3629921060,Mid_Farthest,2,0,1/1/2003,0,98029,47.5453,-121.995,825000,2890,0,2890,3010,5110,5110
2.5,4,3,10/3/2014,2,9,3629921120,Mid_Farthest,2,0,1/1/2003,0,98029,47.5445,-121.996,765000,2660,0,2660,3010,5043,5500
3.25,5,3,10/30/2014,2,9,3629921140,Mid_Farthest,2,0,1/1/2003,0,98029,47.5442,-121.996,856000,3620,0,3620,3260,5500,5500
2.5,4,3,5/8/2014,2,9,3629921160,Mid_Farthest,2,0,1/1/2003,0,98029,47.5439,-121.996,753888,2660,0,2660,3620,5500,5500
4.5,4,3,7/28/2014,2,11,3629921240,Mid_Farthest,3,0,1/1/2004,0,98029,47.5426,-121.995,970000,3060,830,3890,4170,5906,6052
2.5,4,3,5/14/2014,2,9,3629930170,Mid_Farthest,0,0,1/1/2004,0,98029,47.5521,-121.995,723000,2700,0,2700,2260,4004,4459
4.5,5,3,3/11/2015,2,12,3629940160,Mid_Farthest,0,0,1/1/2006,0,98029,47.5457,-121.991,2200000,4570,1270,5840,4850,17168,15017
3.25,3,3,8/20/2014,2,8,3629950010,Mid_Farthest,0,0,1/1/2003,0,98029,47.5477,-122.004,470000,1360,350,1710,1420,2381,1163
2.75,3,3,9/4/2014,2,8,3629960060,Mid_Farthest,0,0,1/1/2004,0,98029,47.5477,-122.003,362000,1160,260,1420,1420,955,955
3.25,3,3,10/21/2014,2,8,3629960170,Mid_Farthest,0,0,1/1/2004,0,98029,47.5479,-122.003,445000,1360,350,1710,1420,1960,955
3.25,3,3,8/7/2014,2,8,3629960550,Mid_Farthest,0,0,1/1/2003,0,98029,47.5478,-122.005,450000,1430,340,1770,1410,1863,1375
2,2,3,4/7/2015,2,8,3629960590,Mid_Farthest,0,0,1/1/2003,0,98029,47.5476,-122.005,376000,1340,0,1340,1410,1635,1375
1.75,3,3,3/12/2015,2,8,3629960600,Mid_Farthest,0,0,1/1/2003,0,98029,47.5476,-122.005,350000,1260,0,1260,1410,1111,1630
2.25,2,3,9/26/2014,2,8,3629960680,Mid_Farthest,0,0,1/1/2004,0,98029,47.5483,-122.004,395000,1540,80,1620,1530,1841,1831
2.5,4,3,10/14/2014,2,9,3629970090,Mid_Farthest,0,0,1/1/2004,0,98029,47.5524,-121.992,680000,2520,0,2520,2910,5000,5001
2.5,3,3,7/10/2014,2,9,3629970130,Mid_Farthest,0,0,1/1/2004,0,98029,47.5527,-121.992,735000,2820,0,2820,2910,8159,5000
3.5,4,3,1/26/2015,2,9,3629970190,Mid_Farthest,0,0,1/1/2005,0,98029,47.5533,-121.993,769000,3010,0,3010,2520,6202,5001
2.5,3,3,11/3/2014,2,9,3629970240,Mid_Farthest,0,0,1/1/2004,0,98029,47.5533,-121.992,690000,2820,0,2820,2660,5001,5001
2.5,3,3,7/18/2014,2,7,3629970610,Mid_Farthest,0,0,1/1/2005,0,98029,47.5531,-121.996,435000,1600,0,1600,1830,2375,2375
2.5,4,3,10/3/2014,2,7,3629970620,Mid_Farthest,0,0,1/1/2005,0,98029,47.5529,-121.996,476100,1600,250,1850,1770,1836,2236
2.5,2,3,11/12/2014,2,7,3629970680,Mid_Farthest,0,0,1/1/2005,0,98029,47.5524,-121.996,524950,1830,0,1830,1850,2856,2667
2.5,4,3,8/27/2014,2,8,3629970870,Mid_Farthest,0,0,1/1/2005,0,98029,47.5521,-121.996,599000,2120,0,2120,2190,3640,3640
3,3,3,11/11/2014,2,9,3629970930,Mid_Farthest,0,0,1/1/2005,0,98029,47.5533,-121.995,670000,2980,0,2980,2710,3730,3640
2.5,4,3,7/30/2014,2,8,3629971290,Mid_Farthest,0,0,1/1/2004,0,98029,47.5526,-121.994,615000,2120,0,2120,2170,3720,3720
2.5,4,3,12/10/2014,2,9,3629980080,Mid_Farthest,0,0,1/1/2006,0,98029,47.5544,-121.99,725000,2870,0,2870,2940,5118,4800
2.5,4,3,12/9/2014,2,9,3629980350,Mid_Farthest,0,0,1/1/2005,0,98029,47.5521,-121.989,753000,3060,0,3060,2930,8167,4800
2.5,4,3,4/28/2015,2,9,3629980440,Mid_Farthest,0,0,1/1/2004,0,98029,47.5524,-121.991,742500,2620,0,2620,2640,4400,4554
2.75,4,3,9/18/2014,2,9,3629980780,Mid_Farthest,0,0,1/1/2004,0,98029,47.5529,-121.99,710000,2940,0,2940,2410,4232,4000
2.75,4,3,7/7/2014,2,9,3629980860,Mid_Farthest,0,0,1/1/2005,0,98029,47.5525,-121.99,680000,2330,0,2330,2410,3920,4063
2.75,4,3,7/15/2014,2,9,3629980920,Mid_Farthest,0,0,1/1/2004,0,98029,47.5527,-121.99,645000,2330,0,2330,2620,3917,4400
2.25,3,3,10/2/2014,2,7,3629990020,Mid_Farthest,0,0,1/1/2005,0,98029,47.5482,-121.998,449500,1260,0,1260,1630,2556,2844
2.25,3,3,6/11/2014,2,7,3629990110,Mid_Farthest,0,0,1/1/2005,0,98029,47.5493,-121.998,475000,1630,0,1630,1630,2520,3131
2.25,4,3,8/5/2014,2,7,3629990180,Mid_Farthest,0,0,1/1/2005,0,98029,47.5493,-121.999,535000,1890,0,1890,1630,3615,3280
2.25,3,3,6/23/2014,2,7,3629990280,Mid_Farthest,0,0,1/1/2005,0,98029,47.5485,-121.999,497000,1630,0,1630,1630,3817,3348
2.5,3,3,6/6/2014,2,8,3630000080,Mid_Farthest,0,0,1/1/2005,0,98029,47.5478,-122,450000,1480,0,1480,1400,1961,1138
2.25,3,3,10/28/2014,2,8,3630000130,Mid_Farthest,0,0,1/1/2005,0,98029,47.5478,-121.999,430000,1470,0,1470,1380,1703,1107
1.75,2,3,1/28/2015,2,8,3630000150,Mid_Farthest,0,0,1/1/2005,0,98029,47.5478,-121.999,358500,1110,290,1400,1380,865,1107
2,3,3,12/29/2014,2,8,3630010020,Mid_Farthest,0,0,1/1/2005,0,98029,47.5479,-121.999,376000,1540,0,1540,1560,1827,2058
2,3,3,5/23/2014,2,8,3630010040,Mid_Farthest,0,0,1/1/2005,0,98029,47.5479,-121.998,402000,1540,0,1540,1540,1827,1827
2.5,3,3,5/4/2015,2,8,3630020090,Mid_Farthest,0,0,1/1/2004,0,98029,47.5464,-121.999,454280,1170,300,1470,1470,1741,1583
2.5,3,3,3/10/2015,3,8,3630020150,Mid_Farthest,0,0,1/1/2005,0,98029,47.5468,-121.998,425000,1480,0,1480,1470,1386,1593
2.5,3,3,11/7/2014,2,8,3630020380,Mid_Farthest,0,0,1/1/2005,0,98029,47.5472,-121.998,379770,1160,310,1470,1470,1779,1576
2.5,3,3,5/5/2015,2,8,3630020430,Mid_Farthest,0,0,1/1/2005,0,98029,47.5468,-121.998,420000,1160,310,1470,1470,1445,1525
2.5,3,3,9/26/2014,2,8,3630030010,Mid_Farthest,0,0,1/1/2005,0,98029,47.5499,-121.998,541000,1790,0,1790,1700,4038,3365
2.5,3,3,6/16/2014,2,8,3630030110,Mid_Farthest,0,0,1/1/2005,0,98029,47.5505,-121.998,534500,1700,0,1700,1700,3150,3600
2.25,3,3,2/24/2015,2,8,3630030180,Mid_Farthest,0,0,1/1/2004,0,98029,47.5495,-121.997,499000,1780,0,1780,1770,3665,3669
2.5,4,3,10/17/2014,2,8,3630030290,Mid_Farthest,0,0,1/1/2005,0,98029,47.5498,-121.996,600000,2310,0,2310,1950,3866,4023
2.5,4,3,9/23/2014,2,8,3630030440,Mid_Farthest,0,0,1/1/2004,0,98029,47.5503,-121.997,585000,1950,0,1950,1720,3720,3720
2.25,3,3,6/12/2014,2,8,3630030500,Mid_Farthest,0,0,1/1/2004,0,98029,47.5498,-121.997,561000,1710,0,1710,1730,4140,3680
1.75,2,3,9/26/2014,2,8,3630050180,Mid_Farthest,0,0,1/1/2006,0,98029,47.5475,-121.999,360000,1230,0,1230,1380,1107,1107
1,2,3,9/11/2014,1,7,3630060040,Mid_Farthest,0,0,1/1/2005,0,98029,47.5471,-121.996,285000,1050,0,1050,1890,3088,2772
2.25,2,3,10/21/2014,2,8,3630060070,Mid_Farthest,0,0,1/1/2005,0,98029,47.547,-121.997,472500,1700,0,1700,1700,2383,2700
2.5,3,3,4/1/2015,2,8,3630060150,Mid_Farthest,0,0,1/1/2006,0,98029,47.5469,-121.997,550000,2080,0,2080,1760,2625,2772
1,2,3,3/11/2015,1,7,3630070010,Mid_Farthest,0,0,1/1/2005,0,98029,47.5471,-121.996,310000,1050,0,1050,1240,2699,2671
2.5,2,3,7/10/2014,2,8,3630070280,Mid_Farthest,0,0,1/1/2005,0,98029,47.5472,-121.994,418000,1500,0,1500,2080,3608,2686
2.5,3,3,2/24/2015,2,7,3630080030,Mid_Farthest,0,0,1/1/2005,0,98029,47.554,-121.998,405000,1440,0,1440,1440,2163,2207
2.5,3,3,7/10/2014,2,7,3630080070,Mid_Farthest,0,0,1/1/2005,0,98029,47.5538,-121.997,348000,1500,0,1500,1440,2255,2040
2.5,3,3,9/19/2014,2,7,3630080120,Mid_Farthest,0,0,1/1/2005,0,98029,47.5535,-121.997,358000,1400,0,1400,1440,1529,1536
2.5,3,3,8/1/2014,2,7,3630080190,Mid_Farthest,0,0,1/1/2005,0,98029,47.5537,-121.998,405000,1500,0,1500,1440,2314,2170
2.5,4,3,6/17/2014,2,7,3630080430,Mid_Farthest,0,0,1/1/2005,0,98029,47.5532,-121.998,451000,1670,0,1670,1650,3315,2051
3.5,4,3,2/20/2015,2,10,3630090050,Mid_Farthest,0,0,1/1/2007,0,98029,47.5468,-121.994,690000,2220,490,2710,2650,2147,2252
3.5,4,3,10/18/2014,2.5,10,3630090110,Mid_Farthest,0,0,1/1/2006,0,98029,47.5463,-121.995,690000,2490,490,2980,2880,2147,2428
2.5,4,3,10/12/2014,2,9,3630110220,Mid_Farthest,0,0,1/1/2005,0,98029,47.5544,-121.993,785000,2960,0,2960,2960,4750,4750
2.5,4,3,1/7/2015,2.5,8,3630110340,Mid_Farthest,2,0,1/1/2006,0,98029,47.5539,-121.996,728725,3010,0,3010,2140,3120,3840
3.5,5,3,4/22/2015,2,8,3630110360,Mid_Farthest,2,0,1/1/2005,0,98029,47.5537,-121.996,750000,2980,0,2980,2120,5809,3416
2.5,3,3,6/24/2014,2,8,3630110370,Mid_Farthest,0,0,1/1/2005,0,98029,47.5541,-121.995,420000,2140,0,2140,2860,3821,3841
2.5,3,3,8/4/2014,2,8,3630110510,Mid_Farthest,0,0,1/1/2005,0,98029,47.5538,-121.994,571000,1920,0,1920,2190,3867,3841
1.75,2,3,6/25/2014,1,9,3630120050,Mid_Farthest,0,0,1/1/2005,0,98029,47.5539,-122.001,565000,1670,0,1670,2330,4008,3752
2.5,3,3,3/26/2015,2,9,3630120190,Mid_Farthest,0,0,1/1/2006,0,98029,47.5542,-122.001,660000,2330,0,2330,2330,3995,3740
2.5,2,3,7/8/2014,2,9,3630120330,Mid_Farthest,0,0,1/1/2005,0,98029,47.5545,-122.002,630000,2290,0,2290,2290,3507,3640
2,2,3,2/5/2015,1,9,3630120380,Mid_Farthest,0,0,1/1/2007,0,98029,47.5545,-122.003,539950,1670,0,1670,2330,3507,3889
2.5,3,3,6/2/2014,2,9,3630120480,Mid_Farthest,0,0,1/1/2006,0,98029,47.5551,-122.001,653000,2290,0,2290,2340,3475,3626
3.25,3,3,5/13/2014,2,9,3630120700,Mid_Farthest,0,0,1/1/2007,0,98029,47.5534,-122.002,757000,3190,0,3190,2950,5283,5198
3.25,3,3,1/7/2015,2,9,3630120700,Mid_Farthest,0,0,1/1/2007,0,98029,47.5534,-122.002,765000,3190,0,3190,2950,5283,5198
3.5,3,3,2/27/2015,2,9,3630120880,Mid_Farthest,0,0,1/1/2005,0,98029,47.5553,-122.003,780000,3310,0,3310,3310,5558,5270
3.25,3,3,7/18/2014,2,9,3630120960,Mid_Farthest,0,0,1/1/2006,0,98029,47.5558,-122.002,715000,3230,0,3230,2670,5000,3977
3.25,3,3,9/22/2014,2,9,3630120970,Mid_Farthest,0,0,1/1/2006,0,98029,47.5558,-122.001,770000,3310,0,3310,2670,5000,4907
3.5,4,3,12/17/2014,2,9,3630121060,Mid_Farthest,0,0,1/1/2007,0,98029,47.555,-122,740000,3060,0,3060,3060,4777,4935
2.5,3,3,7/14/2014,2,9,3630130010,Mid_Farthest,0,0,1/1/2006,0,98029,47.5482,-121.996,650000,1910,0,1910,1890,4363,3732
2.5,3,3,11/12/2014,2,9,3630130130,Mid_Farthest,0,0,1/1/2006,0,98029,47.5481,-121.995,663000,1910,0,1910,1910,5125,3215
2.5,4,3,7/16/2014,2,10,3630160610,Mid_Farthest,0,0,1/1/2006,0,98027,47.5431,-121.997,765000,2980,0,2980,3140,5000,5500
2.5,5,3,7/11/2014,2,9,3630180240,Mid_Farthest,0,0,1/1/2006,0,98027,47.5396,-121.998,808900,2900,0,2900,3200,5901,5775
2.5,4,3,11/4/2014,2,9,3630180340,Mid_Farthest,0,0,1/1/2006,0,98027,47.541,-121.998,825000,3370,0,3370,3370,5000,5237
2.5,4,3,7/25/2014,2,9,3630180380,Mid_Farthest,0,0,1/1/2006,0,98027,47.5416,-121.998,890900,3420,0,3420,3350,6233,5000
2.5,4,3,6/26/2014,2,9,3630180400,Mid_Farthest,0,0,1/1/2006,0,98027,47.5393,-121.998,826000,3060,0,3060,3240,7140,6218
2.75,4,3,4/7/2015,2,9,3630180450,Mid_Farthest,0,0,1/1/2007,0,98027,47.5395,-121.997,800000,3260,0,3260,3450,5000,6218
2.75,4,3,2/5/2015,2,9,3630180470,Mid_Farthest,0,0,1/1/2007,0,98027,47.5398,-121.997,800000,3250,0,3250,3920,5500,6000
3.5,5,3,10/6/2014,2,10,3630180500,Mid_Farthest,2,0,1/1/2007,0,98027,47.5396,-121.997,1150000,3520,830,4350,3260,6218,5989
3.5,4,3,8/7/2014,2,10,3630200080,Mid_Farthest,0,0,1/1/2008,0,98027,47.5406,-121.995,775000,3390,0,3390,2990,3960,3400
3.5,4,3,7/25/2014,2,11,3630200300,Mid_Farthest,3,0,1/1/2007,0,98027,47.5414,-121.994,1240000,3820,850,4670,4310,6000,6000
3.25,4,3,10/1/2014,2,11,3630200340,Mid_Farthest,3,0,1/1/2007,0,98027,47.5408,-121.994,1260000,3400,960,4360,4310,6000,6000
2.75,3,3,5/14/2014,2,9,3630200430,Mid_Farthest,0,0,1/1/2007,0,98029,47.5406,-121.994,773000,2470,0,2470,2570,3600,3600
2.75,3,3,3/27/2015,2,9,3630200460,Mid_Farthest,0,0,1/1/2007,0,98029,47.5409,-121.994,790000,2460,0,2460,2570,3600,3600
2.5,3,3,6/12/2014,2.5,9,3630200480,Mid_Farthest,0,0,1/1/2007,0,98027,47.5412,-121.994,680000,2570,0,2570,2570,3600,3600
2.5,4,3,4/21/2015,2,9,3630200520,Mid_Farthest,0,0,1/1/2007,0,98029,47.5416,-121.994,775000,2580,0,2580,2580,5787,4410
2.5,4,3,8/5/2014,2.5,9,3630200630,Mid_Farthest,0,0,1/1/2009,0,98029,47.5407,-121.993,805000,3020,0,3020,2570,3600,3600
2.5,4,3,10/30/2014,2,9,3630200640,Mid_Farthest,0,0,1/1/2009,0,98029,47.5405,-121.993,759990,2540,0,2540,2580,5760,3600
3.75,4,3,5/22/2014,2.5,10,3630200780,Mid_Farthest,0,0,1/1/2007,0,98029,47.5396,-121.995,1050000,3860,0,3860,3040,5474,5474
2.5,4,3,6/30/2014,2.5,10,3630200900,Mid_Farthest,0,0,1/1/2007,0,98029,47.5401,-121.993,950000,3670,0,3670,3130,7680,6112
3.75,4,3,8/26/2014,2.5,10,3630200960,Mid_Farthest,0,0,1/1/2007,0,98029,47.5408,-121.992,1060000,3880,0,3880,3130,9979,6112
3.5,4,3,6/13/2014,2,9,3630220140,Mid_Farthest,0,0,1/1/2007,0,98029,47.5515,-122,795000,2670,530,3200,3400,3250,3663
3.5,4,3,7/8/2014,2,9,3630220180,Mid_Farthest,0,0,1/1/2007,0,98029,47.5519,-122.001,812000,2750,620,3370,3200,3634,3650
3.5,4,3,9/23/2014,2,9,3630220220,Mid_Farthest,0,0,1/1/2012,0,98029,47.5522,-122.001,775000,2410,650,3060,3170,4573,3634
3,3,3,5/21/2014,2,9,3630240020,Mid_Farthest,0,0,1/1/2007,0,98027,47.5445,-122.014,556000,1600,360,1960,2080,1168,1423
3,4,3,1/23/2015,2,9,3630240140,Mid_Farthest,0,0,1/1/2007,0,98029,47.5444,-122.014,585000,1710,400,2110,2000,1286,1286
2,4,3,1/9/2015,1.5,7,3634100030,Nearest,0,0,1/1/1951,0,98118,47.5331,-122.278,270000,1830,0,1830,1760,5220,5757
2.5,4,3,1/23/2015,2,10,3636800180,Mid_Farthest,0,0,1/1/1997,0,98053,47.6772,-122.056,782000,3510,0,3510,3530,24604,26673
1.75,4,5,2/9/2015,1,7,3644100030,Nearest,0,0,1/1/1901,0,98144,47.5917,-122.296,432500,750,750,1500,1220,1856,1739
1.75,2,4,4/27/2015,1,6,3644100065,Nearest,0,0,1/1/1909,0,98144,47.592,-122.295,257000,610,610,1220,1240,2268,1675
1,2,5,11/7/2014,1,6,3644100072,Nearest,0,0,1/1/1960,0,98144,47.5918,-122.295,245000,670,0,670,1220,2356,1740
1,2,5,11/22/2014,1,6,3644100073,Nearest,0,0,1/1/1960,0,98144,47.5918,-122.295,245000,670,0,670,1220,1675,1740
1.5,2,3,5/5/2014,2,7,3644100086,Nearest,0,0,1/1/2001,0,98144,47.5917,-122.295,340000,1160,0,1160,1220,1438,1740
1.5,2,3,2/5/2015,2,7,3644100095,Nearest,0,0,1/1/2002,0,98144,47.5915,-122.295,352900,1240,0,1240,1220,1892,1740
1.5,2,3,7/7/2014,2,7,3644100101,Nearest,0,0,1/1/2001,0,98144,47.5914,-122.295,374000,1260,0,1260,1220,1575,1740
1.75,3,4,9/22/2014,1,6,3645100240,Mid_Nearest,0,0,1/1/1916,0,98133,47.7061,-122.352,443000,1640,0,1640,1580,4579,5040
2.25,3,4,6/13/2014,1,7,3645100280,Mid_Nearest,0,0,1/1/1921,0,98133,47.7067,-122.352,385000,1060,860,1920,1580,4833,5134
2.5,3,3,5/14/2014,1,7,3645500050,Mid_Nearest,0,0,1/1/1962,2014,98133,47.7369,-122.338,543000,1360,730,2090,2090,7640,7668
2.25,3,3,5/13/2015,1,7,3649100015,Mid_Nearest,0,0,1/1/1978,0,98028,47.7401,-122.249,480000,1480,340,1820,1930,15000,13600
1,4,4,3/5/2015,1,7,3649100031,Mid_Nearest,0,0,1/1/1955,0,98028,47.739,-122.249,345000,2020,0,2020,1530,18150,11970
1.75,4,3,1/2/2015,1,7,3649100103,Mid_Nearest,0,0,1/1/1956,0,98028,47.7396,-122.247,475000,1210,700,1910,2210,8775,8778
2,3,3,8/15/2014,1,7,3649100264,Mid_Nearest,0,0,1/1/1989,0,98028,47.7397,-122.242,405000,1230,510,1740,1740,18000,11250
1.75,3,4,6/9/2014,1,7,3649100276,Mid_Nearest,0,0,1/1/1958,0,98028,47.7391,-122.241,368000,1710,0,1710,1890,10800,10800
2.25,3,3,8/19/2014,2,8,3649100304,Mid_Nearest,0,0,1/1/1980,0,98028,47.7376,-122.242,400000,1740,0,1740,1720,11040,11778
1.75,4,4,5/6/2014,1,7,3649100306,Mid_Nearest,0,0,1/1/1955,0,98028,47.7373,-122.241,379900,1000,500,1500,1740,11600,11600
2.25,4,4,6/25/2014,1,7,3649100315,Mid_Nearest,0,0,1/1/1973,0,98028,47.7365,-122.242,418800,1290,810,2100,1930,9984,10511
1,2,5,4/30/2015,1,7,3649100320,Mid_Nearest,0,0,1/1/1950,0,98028,47.7405,-122.241,330000,1220,0,1220,2000,10000,9600
1.75,5,4,1/9/2015,1,7,3649100346,Mid_Nearest,0,0,1/1/1960,0,98028,47.7391,-122.241,322968,1890,0,1890,2350,9600,5308
2.25,4,4,4/16/2015,1,7,3649100387,Mid_Nearest,0,0,1/1/1963,0,98028,47.7362,-122.241,506000,1300,740,2040,1930,12000,12000
1.5,3,3,5/28/2014,1,7,3649100473,Mid_Nearest,0,0,1/1/1963,0,98028,47.737,-122.243,365000,1300,0,1300,2040,12240,9326
1.75,3,4,8/29/2014,1,8,3649100586,Mid_Nearest,0,0,1/1/1978,0,98028,47.7344,-122.246,483000,1440,670,2110,1990,10454,10890
2.5,3,3,4/30/2015,2,9,3649100674,Mid_Nearest,0,0,1/1/2003,0,98028,47.7379,-122.248,535000,2390,0,2390,2390,6263,11761
2.5,4,3,2/19/2015,2,9,3649100676,Mid_Nearest,0,0,1/1/2003,0,98028,47.7378,-122.248,570000,2590,0,2590,2110,7910,11761
1,2,4,9/26/2014,1,7,3650100105,Nearest,0,0,1/1/1909,0,98144,47.5736,-122.307,392500,1050,0,1050,1650,4125,4125
